user_id,user_type,type_desc,province,business_segment,merchant_size,account_age_months,hit_count,reported_risk
202000000129426381,customer,basic service,1,,,24,,1
202000000127596376,customer,basic service,1,,,26,,1
202000000129186960,customer,basic service,1,,,24,,1
202100000009457610,customer,basic service,1,,,8,,1
202000000125969437,customer,basic service,1,,,28,,1
202000000125954068,customer,basic service,1,,,28,,1
202100000007604956,customer,basic service,1,,,15,,1
202000000130817373,customer,basic service,1,,,22,,1
202100000008670519,customer,basic service,1,,,11,,1
202000000131105854,customer,basic service,1,,,22,,1
202000000127713912,customer,basic service,1,,,26,,1
202000000122508799,customer,basic service,1,,,32,,1
202000000129361914,customer,basic service,1,,,24,,1
202000000122532339,customer,basic service,1,,,32,,1
202000000122317668,customer,basic service,1,,,32,,1
202000000063183522,customer,basic service,1,,,59,,1
202100000005349002,customer,basic service,1,,,21,,1
202100000007646384,customer,basic service,1,,,15,,1
202000000119774892,customer,basic service,1,,,33,,1
202000000124585309,customer,basic service,1,,,30,,1
202000000125601008,customer,basic service,1,,,29,,1
202000000122681213,customer,basic service,1,,,32,,1
202000000003447062,customer,basic service,1,,,88,,1
202000000130722731,customer,basic service,1,,,23,,1
202000000124896456,customer,basic service,1,,,29,,1
202100000008962583,customer,basic service,1,,,10,,1
202000000124489681,customer,basic service,1,,,30,,1
202000000125941418,customer,basic service,1,,,28,,1
202000000125729202,customer,basic service,1,,,28,,1
202100000007769827,customer,basic service,1,,,15,,1
202000000123602805,customer,basic service,1,,,31,,1
202000000130630303,customer,basic service,1,,,23,,1
202100000010290579,customer,basic service,1,,,4,2,1
202000000128899556,customer,basic service,1,,,24,,1
202000000131280170,customer,basic service,1,,,22,,1
202000000128952892,customer,basic service,1,,,24,,1
202000000122197628,customer,basic service,1,,,32,,1
202000000122227833,customer,basic service,1,,,32,,1
202000000123249015,customer,basic service,1,,,31,,1
202000000126013457,customer,basic service,1,,,28,,1
202000000125754882,customer,basic service,1,,,28,,1
202000000124176986,customer,basic service,1,,,30,,1
202000000130246048,customer,basic service,1,,,23,,1
202000000123747334,customer,basic service,1,,,31,,1
202000000126009597,customer,basic service,1,,,28,,1
202000000126264233,customer,basic service,1,,,27,,1
202000000126624153,customer,basic service,1,,,27,,1
202000000123726136,customer,basic service,1,,,31,,1
202000000122742368,customer,basic service,1,,,32,,1
202100000008539374,customer,basic service,1,,,12,1,1
202000000125022594,customer,basic service,1,,,29,,1
202000000127104646,customer,basic service,1,,,26,,1
202100000006887309,customer,basic service,1,,,18,,1
202100000006208001,customer,basic service,1,,,19,,1
202000000127037775,customer,basic service,1,,,26,,1
202000000126141097,customer,basic service,1,,,27,,1
202000000131609410,customer,basic service,1,,,21,,1
202000000130412674,customer,basic service,1,,,23,,1
202000000126983559,customer,basic service,1,,,27,,1
202000000125031255,customer,basic service,1,,,29,,1
202000000125960442,customer,basic service,1,,,28,,1
202000000122130179,customer,basic service,1,,,32,,1
202000000122183596,customer,basic service,1,,,32,,1
202000000122244974,customer,basic service,1,,,32,,1
202100000006347989,customer,basic service,1,,,19,,1
202000000123992648,customer,basic service,1,,,30,,1
202100000007651470,customer,basic service,1,,,15,,1
202000000130957152,customer,basic service,1,,,22,,1
202000000126407486,customer,basic service,1,,,27,,1
202000000122300642,customer,basic service,1,,,32,,1
202000000125644190,customer,basic service,1,,,29,,1
202000000127007520,customer,basic service,1,,,26,,1
202000000120007976,customer,basic service,1,,,33,,1
202000000126487287,customer,basic service,1,,,27,,1
202000000125564519,customer,basic service,1,,,29,,1
202000000122470735,customer,basic service,1,,,32,,1
202100000006323200,customer,basic service,1,,,19,,1
202100000007672151,customer,basic service,1,,,15,,1
202000000128826706,customer,basic service,1,,,24,,1
202000000125910380,customer,basic service,1,,,28,,1
202000000130504724,customer,basic service,1,,,23,,1
202000000126356509,customer,basic service,1,,,27,,1
202000000130982525,customer,basic service,1,,,22,,1
202000000124078260,customer,basic service,1,,,30,,1
202000000125843655,customer,basic service,1,,,28,,1
202000000125943300,customer,basic service,1,,,28,,1
202000000125379788,customer,basic service,1,,,29,,1
202000000122453084,customer,basic service,1,,,32,,1
202000000125404196,customer,basic service,1,,,29,,1
202000000125898533,customer,basic service,1,,,28,,1
202000000125894996,customer,basic service,1,,,28,,1
202000000130705511,customer,basic service,1,,,23,,1
202000000127134183,customer,basic service,1,,,26,,1
202000000122148515,customer,basic service,1,,,32,,1
202000000130935234,customer,basic service,1,,,22,,1
202000000129219103,customer,basic service,1,,,24,,1
202000000100710145,customer,basic service,1,,,43,,1
202100000008969558,customer,basic service,1,,,10,,1
202000000131652326,customer,basic service,1,,,21,,1
202000000125936547,customer,basic service,1,,,28,,1
202000000122572538,customer,basic service,1,,,32,,1
202000000125226140,customer,basic service,1,,,29,,1
202000000122478247,customer,basic service,1,,,32,,1
202000000130017735,customer,basic service,1,,,23,,1
202100000005974883,customer,basic service,1,,,20,,1
202000000122613095,customer,basic service,1,,,32,,1
202000000126353692,customer,basic service,1,,,27,,1
202000000123561741,customer,basic service,1,,,31,,1
202000000126957817,customer,basic service,1,,,27,,1
202000000122609920,customer,basic service,1,,,32,,1
202100000006283823,customer,basic service,1,,,19,,1
202000000125749717,customer,basic service,1,,,28,,1
202000000123913106,customer,basic service,1,,,30,,1
202000000122420372,customer,basic service,1,,,32,,1
201000000001742225,merchant,3,1,2,1,56,,1
202000000123563369,customer,basic service,1,,,31,,1
202000000127188627,customer,basic service,1,,,26,,1
201000000001744172,merchant,3,1,2,1,56,,1
201100000005522177,merchant,1,1,2,3,21,,1
201000000004690263,merchant,3,1,2,1,37,,1
201000000001743337,merchant,3,1,2,1,56,,1
201000000005353559,merchant,3,1,2,3,32,,1
202000000122418932,customer,basic service,1,,,32,,1
202000000122455576,customer,basic service,1,,,32,,1
201000000005351918,merchant,3,1,2,3,32,,1
201000000001743233,merchant,3,1,2,1,56,,1
201000000001742357,merchant,3,1,2,1,56,,1
201000000004687555,merchant,3,1,2,1,37,,1
201000000001743330,merchant,3,1,2,1,56,,1
202000000125481906,customer,basic service,1,,,29,,1
201000000003955389,merchant,2,1,1,1,44,,1
201000000003954586,merchant,2,1,1,1,44,,1
201000000005564865,merchant,3,1,2,3,28,,1
201100000005522160,merchant,1,1,2,3,21,,1
201000000004987426,merchant,2,1,2,2,35,,1
202000000125381219,customer,basic service,1,,,29,,1
202000000131649549,customer,basic service,1,,,21,,1
202000000125941408,customer,basic service,1,,,28,,1
202000000123786357,customer,basic service,1,,,31,,1
201000000003086080,merchant,3,1,2,1,49,,1
201000000004307382,merchant,2,1,1,1,41,,1
201000000001744173,merchant,3,1,2,1,56,,1
201000000001743306,merchant,3,1,2,1,56,,1
201000000001744151,merchant,3,1,2,1,56,,1
201000000001745120,merchant,3,1,2,1,56,,1
202000000124947110,customer,basic service,1,,,29,,1
201000000001743222,merchant,3,1,2,1,56,,1
201000000001742314,merchant,3,1,2,1,56,,1
202000000127647426,customer,basic service,1,,,26,,1
202000000124670405,customer,basic service,1,,,30,,1
201000000003972162,merchant,2,1,1,1,44,,1
201000000003082448,merchant,3,1,2,1,49,,1
201000000001742243,merchant,3,1,2,1,56,,1
201000000001743318,merchant,3,1,2,1,56,,1
201000000002715525,merchant,2,1,1,1,50,,1
201000000001745132,merchant,3,1,2,1,56,,1
201000000001745195,merchant,3,1,2,1,56,,1
201000000002350878,merchant,3,1,2,1,52,,1
201000000001745129,merchant,3,1,2,1,56,,1
201000000001745185,merchant,3,1,2,1,56,,1
201000000003734179,merchant,2,1,2,2,46,,1
201000000001745128,merchant,3,1,2,1,56,,1
201000000001745194,merchant,3,1,2,1,56,,1
201000000001745134,merchant,3,1,2,1,56,,1
201000000001743309,merchant,3,1,2,1,56,,1
201000000003957896,merchant,2,1,1,1,44,,1
201000000001744208,merchant,3,1,2,1,56,,1
201000000001745192,merchant,3,1,2,1,56,,1
201000000004613459,merchant,2,1,1,1,38,,1
201000000001744322,merchant,3,1,2,1,56,,1
201000000004462085,merchant,2,1,2,3,39,,1
201000000003959543,merchant,2,1,1,1,44,,1
201000000001742305,merchant,3,1,2,1,56,,1
201000000001743326,merchant,3,1,2,1,56,,1
201000000003086079,merchant,3,1,2,1,49,,1
201000000001745119,merchant,3,1,2,1,56,,1
201000000001743313,merchant,3,1,2,1,56,,1
201000000001745193,merchant,3,1,2,1,56,,1
201000000002533376,merchant,2,1,1,1,51,,1
201000000001745182,merchant,3,1,2,1,56,,1
201000000001743336,merchant,3,1,2,1,56,,1
201000000001742301,merchant,3,1,2,1,56,,1
201000000001743311,merchant,3,1,2,1,56,,1
201000000001742207,merchant,3,1,2,1,56,,1
201000000001743227,merchant,3,1,2,1,56,,1
201000000001745186,merchant,3,1,2,1,56,,1
202000000131021498,customer,basic service,1,,,22,,1
201000000003086077,merchant,3,1,2,1,49,,1
201000000001744270,merchant,3,1,2,1,56,,1
201000000001743324,merchant,3,1,2,1,56,,1
201000000001742235,merchant,3,1,2,1,56,,1
201000000005567148,merchant,3,1,2,3,28,,1
201000000004648538,merchant,2,1,1,1,38,,1
201000000001745197,merchant,3,1,2,1,56,,1
201000000004295170,merchant,2,1,1,1,41,,1
201000000001744164,merchant,3,1,2,1,56,,1
201000000001282053,merchant,3,1,2,3,64,,1
201000000003086074,merchant,3,1,2,1,49,,1
201000000004467157,merchant,2,1,1,1,39,,1
201000000001744163,merchant,3,1,2,1,56,,1
201000000004311559,merchant,2,1,1,1,41,,1
201000000003971160,merchant,2,1,1,1,44,,1
201000000005050908,merchant,2,1,2,2,34,,1
201000000001743232,merchant,3,1,2,1,56,,1
202000000125641714,customer,basic service,1,,,29,,1
202000000124280115,customer,basic service,1,,,30,,1
202000000122234698,customer,basic service,1,,,32,,1
201000000001744166,merchant,3,1,2,1,56,,1
201000000002353025,merchant,3,1,2,1,52,,1
201000000002353024,merchant,3,1,2,1,52,,1
201000000002350876,merchant,3,1,2,1,52,,1
201000000001299008,merchant,3,1,2,1,63,,1
201000000004632440,merchant,2,1,1,1,38,,1
201000000004340892,merchant,2,1,2,2,41,,1
201000000001742241,merchant,3,1,2,1,56,,1
201000000001742303,merchant,3,1,2,1,56,,1
202000000122137812,customer,basic service,1,,,32,,1
202000000127733174,customer,basic service,1,,,26,,1
202000000122382612,customer,basic service,1,,,32,,1
201000000001742240,merchant,3,1,2,1,56,,1
201000000003086078,merchant,3,1,2,1,49,,1
201000000004314184,merchant,2,1,1,1,41,,1
201000000001744153,merchant,3,1,2,1,56,,1
201000000001745184,merchant,3,1,2,1,56,,1
201000000004967756,merchant,2,1,2,2,35,,1
201000000001745126,merchant,3,1,2,1,56,,1
201000000001745163,merchant,3,1,2,1,56,,1
201000000004489655,merchant,2,1,1,1,39,,1
201000000001743225,merchant,3,1,2,1,56,,1
201000000001745198,merchant,3,1,2,1,56,,1
201000000001743327,merchant,3,1,2,1,56,,1
201000000001743310,merchant,3,1,2,1,56,,1
201000000004937021,merchant,2,1,1,1,35,,1
201000000001743315,merchant,3,1,2,1,56,,1
201000000004961009,merchant,2,1,2,2,35,,1
201000000004314632,merchant,2,1,1,1,41,,1
201000000004480717,merchant,2,1,1,1,39,,1
201000000001742302,merchant,3,1,2,1,56,,1
201000000001742311,merchant,3,1,2,1,56,,1
201000000003944689,merchant,2,1,1,1,44,,1
201000000001744304,merchant,3,1,2,1,56,,1
201000000003086076,merchant,3,1,2,1,49,,1
201000000003082450,merchant,3,1,2,1,49,,1
201000000004292991,merchant,2,1,1,1,41,,1
201000000004293286,merchant,2,1,1,1,41,,1
201000000005353579,merchant,3,1,2,3,32,,1
201000000003950694,merchant,2,1,1,1,44,,1
201000000001745124,merchant,3,1,2,1,56,,1
201000000001743270,merchant,3,1,2,1,56,,1
201000000001742310,merchant,3,1,2,1,56,,1
201000000001742211,merchant,3,1,2,1,56,,1
201000000001742245,merchant,3,1,2,1,56,,1
201000000001744169,merchant,3,1,2,1,56,,1
201000000005353572,merchant,3,1,2,3,32,,1
201000000004620953,merchant,2,1,1,1,38,,1
201000000001743219,merchant,3,1,2,1,56,,1
201000000004304687,merchant,2,1,1,1,41,,1
201000000003947894,merchant,2,1,1,1,44,,1
201000000001742208,merchant,3,1,2,1,56,,1
201000000001744141,merchant,3,1,2,1,56,,1
201000000001744277,merchant,3,1,2,1,56,,1
201000000001744265,merchant,3,1,2,1,56,,1
201000000004316490,merchant,2,1,1,1,41,,1
201000000003082447,merchant,3,1,2,1,49,,1
201000000004277683,merchant,2,1,1,1,41,,1
201000000001742215,merchant,3,1,2,1,56,,1
201000000001743317,merchant,3,1,2,1,56,,1
201000000004936773,merchant,2,1,1,1,35,,1
201000000001742353,merchant,3,1,2,1,56,,1
201000000001742218,merchant,3,1,2,1,56,,1
201000000003964653,merchant,2,1,1,1,44,,1
201000000001742230,merchant,3,1,2,1,56,,1
201000000002350877,merchant,3,1,2,1,52,,1
201000000001742309,merchant,3,1,2,1,56,,1
201000000005352571,merchant,3,1,2,3,32,,1
201000000004462084,merchant,2,1,2,3,39,,1
201000000001744272,merchant,3,1,2,1,56,,1
201000000004936768,merchant,2,1,1,1,35,,1
201000000001744275,merchant,3,1,2,1,56,,1
201000000001743308,merchant,3,1,2,1,56,,1
201000000003082449,merchant,3,1,2,1,49,,1
201000000002350879,merchant,3,1,2,1,52,,1
201000000001742308,merchant,3,1,2,1,56,,1
201000000001745183,merchant,3,1,2,1,56,,1
201000000001743266,merchant,3,1,2,1,56,,1
201000000001743265,merchant,3,1,2,1,56,,1
201000000001743307,merchant,3,1,2,1,56,,1
201000000004467657,merchant,2,1,1,1,39,,1
201000000004462086,merchant,2,1,2,3,39,,1
201000000001743224,merchant,3,1,2,1,56,,1
201000000001745141,merchant,3,1,2,1,56,,1
201000000001742313,merchant,3,1,2,1,56,,1
201000000004492638,merchant,2,1,1,1,39,,1
201000000001745122,merchant,3,1,2,1,56,,1
202000000108448817,customer,full service,2,,,39,,0
202000000052878827,customer,basic service,1,,,63,1,0
202000000100158046,customer,basic service,1,,,43,,0
202000000061268833,customer,basic service,1,,,60,,0
202000000108051231,customer,basic service,1,,,39,,0
202000000004780650,customer,full service,1,,,113,,0
202000000118859467,customer,basic service,1,,,34,,0
202000000102958567,customer,basic service,1,,,42,,0
202000000082701255,customer,basic service,1,,,51,,0
202000000097675624,customer,basic service,1,,,44,,0
202000000046812884,customer,full service,1,,,64,,0
202000000099343201,customer,basic service,1,,,43,,0
202000000128039572,customer,full service,1,,,25,,0
202000000121901107,customer,basic service,1,,,32,,0
202000000122877993,customer,full service,2,,,31,,0
202000000102362053,customer,basic service,1,,,42,,0
202000000079469117,customer,basic service,1,,,53,,0
202000000116021739,customer,basic service,1,,,35,,0
202000000110708690,customer,full service,2,,,38,29,0
202000000127984003,customer,full service,1,,,25,,0
202000000065725563,customer,full service,1,,,58,,0
202000000072115619,customer,basic service,1,,,56,,0
202000000073630095,customer,basic service,1,,,55,,0
202000000129306567,customer,basic service,1,,,24,,0
202000000106206708,customer,basic service,1,,,40,,0
202000000100068367,customer,basic service,1,,,43,,0
202000000064436675,customer,basic service,1,,,59,,0
202000000074279285,customer,full service,2,,,55,,0
202000000125666379,customer,full service,1,,,28,,0
202100000008478258,customer,full service,1,,,12,,0
202000000061597873,customer,basic service,1,,,60,,0
202000000098556214,customer,basic service,1,,,44,,0
202000000072995377,customer,basic service,1,,,56,,0
202000000106390217,customer,basic service,1,,,40,,0
202000000100668780,customer,basic service,1,,,43,,0
202000000103794568,customer,basic service,1,,,42,,0
202000000105706823,customer,basic service,1,,,41,,0
202000000102530593,customer,basic service,1,,,42,,0
202000000063949154,customer,full service,2,,,59,,0
202000000047236909,customer,full service,2,,,64,,0
202000000114608386,customer,basic service,1,,,37,,0
202000000045543935,customer,basic service,1,,,66,,0
202000000107217263,customer,basic service,1,,,40,,0
202000000117286929,customer,basic service,1,,,34,,0
202000000117703908,customer,basic service,1,,,34,,0
202000000102705979,customer,basic service,1,,,42,,0
202000000112940911,customer,basic service,1,,,37,,0
202000000076340853,customer,full service,1,,,54,,0
202000000118074868,customer,basic service,1,,,34,,0
202000000114498432,customer,basic service,1,,,37,,0
202000000071193968,customer,basic service,1,,,56,,0
202000000062403849,customer,basic service,1,,,59,,0
202000000063763815,customer,basic service,1,,,59,,0
202000000036438176,customer,full service,2,,,73,,0
202000000047255905,customer,full service,2,,,64,,0
202000000098327294,customer,basic service,1,,,44,,0
202000000125966374,customer,full service,2,,,28,2,0
202000000071217835,customer,full service,1,,,56,,0
202000000119682741,customer,full service,1,,,33,,0
202000000125937447,customer,basic service,1,,,28,,0
202000000098731882,customer,basic service,1,,,43,,0
202000000125775189,customer,full service,2,,,28,,0
202000000009166971,customer,full service,1,,,101,,0
202000000119431421,customer,full service,1,,,33,,0
202000000099752958,customer,basic service,1,,,43,,0
202000000098333363,customer,basic service,1,,,44,,0
202000000113207611,customer,basic service,1,,,37,,0
202000000097833728,customer,full service,2,,,44,1,0
202000000069960585,customer,full service,2,,,57,,0
202000000106353947,customer,basic service,1,,,40,,0
202000000118074859,customer,basic service,1,,,34,,0
202000000047850693,customer,basic service,1,,,63,,0
202000000123683188,customer,full service,2,,,31,,0
202000000099164410,customer,full service,1,,,43,,0
202000000095227055,customer,basic service,1,,,45,,0
202000000112731326,customer,basic service,1,,,37,,0
202000000121595054,customer,basic service,1,,,32,,0
202100000008579154,customer,basic service,1,,,12,,0
202000000116086885,customer,basic service,1,,,35,,0
202000000100200470,customer,basic service,1,,,43,,0
202000000098367909,customer,basic service,1,,,44,,0
202000000108826572,customer,basic service,1,,,39,,0
202000000105515071,customer,basic service,1,,,41,,0
202000000114902253,customer,full service,2,,,36,,0
202000000065690682,customer,full service,2,,,58,,0
202100000005393668,customer,full service,1,,,21,,0
202000000121156883,customer,basic service,1,,,33,,0
202000000087176440,customer,full service,1,,,48,16,0
202000000081773266,customer,basic service,1,,,51,,0
202000000022294390,customer,full service,1,,,79,,0
202000000112677033,customer,basic service,1,,,37,,0
202000000097563784,customer,full service,2,,,44,,0
202000000124038959,customer,full service,1,,,30,,0
202000000109104083,customer,full service,1,,,39,,0
202000000096622546,customer,basic service,1,,,45,,0
202000000116180228,customer,full service,1,,,35,,0
202000000115059859,customer,basic service,1,,,36,,0
202000000100567475,customer,basic service,1,,,43,,0
202000000122778761,customer,basic service,1,,,32,,0
202000000072547837,customer,full service,1,,,56,,0
202000000117020737,customer,basic service,1,,,35,,0
202000000096637193,customer,basic service,1,,,45,,0
202000000117363171,customer,basic service,1,,,34,,0
202000000124301743,customer,full service,1,,,30,,0
202000000087436134,customer,basic service,1,,,48,,0
202000000118287834,customer,basic service,1,,,34,,0
202000000112849686,customer,basic service,1,,,37,,0
202000000091727984,customer,basic service,1,,,46,,0
202000000094164509,customer,basic service,1,,,45,,0
202000000099447932,customer,basic service,1,,,43,,0
202000000061233662,customer,basic service,1,,,60,,0
202000000084562601,customer,full service,1,,,50,,0
202000000117061257,customer,basic service,1,,,35,,0
202000000118084818,customer,basic service,1,,,34,,0
202000000048669117,customer,basic service,1,,,63,,0
202000000112987129,customer,basic service,1,,,37,,0
202000000110493930,customer,full service,1,,,39,,0
202000000081583203,customer,full service,1,,,52,,0
202000000125966430,customer,full service,2,,,28,4,0
202000000105380483,customer,basic service,1,,,41,,0
202000000102956197,customer,basic service,1,,,42,,0
202000000065126647,customer,basic service,1,,,58,,0
202100000008668229,customer,full service,1,,,11,,0
202000000115036027,customer,full service,1,,,36,,0
202000000098559754,customer,basic service,1,,,44,,0
202000000103222937,customer,full service,2,,,42,168,0
202000000110018062,customer,basic service,1,,,39,,0
202000000100152346,customer,basic service,1,,,43,,0
202000000094170728,customer,basic service,1,,,45,,0
202000000059559202,customer,basic service,1,,,60,,0
202000000098518783,customer,basic service,1,,,44,,0
202000000079884227,customer,basic service,1,,,53,,0
202000000123835202,customer,full service,1,,,30,,0
202000000036330180,customer,basic service,1,,,73,,0
202000000103285544,customer,basic service,1,,,42,,0
202000000092338057,customer,basic service,1,,,46,,0
202000000096483395,customer,basic service,1,,,45,,0
202000000116081667,customer,basic service,1,,,35,,0
202000000080937962,customer,full service,2,,,52,1,0
202000000112708637,customer,basic service,1,,,37,,0
202000000128539847,customer,basic service,1,,,25,,0
202000000043436293,customer,full service,1,,,68,,0
202000000068188243,customer,full service,1,,,57,,0
202000000100134435,customer,basic service,1,,,43,8548,0
202000000112371139,customer,basic service,1,,,38,,0
202000000087365144,customer,basic service,1,,,48,,0
202000000097889494,customer,basic service,1,,,44,,0
202000000103304479,customer,basic service,1,,,42,,0
202000000113149772,customer,basic service,1,,,37,,0
202100000009724039,customer,full service,2,,,7,,0
202000000065205678,customer,basic service,1,,,58,,0
202000000066535374,customer,full service,2,,,58,,0
202000000072939330,customer,basic service,1,,,56,,0
202000000110148249,customer,full service,1,,,39,,0
202000000091914921,customer,basic service,1,,,46,,0
202000000112720777,customer,basic service,1,,,37,,0
202000000090841559,customer,basic service,1,,,46,,0
202000000112816020,customer,full service,1,,,37,,0
202000000113585591,customer,basic service,1,,,37,,0
202000000027118234,customer,basic service,1,,,77,,0
202000000071637962,customer,basic service,1,,,56,,0
202000000069518665,customer,full service,1,,,57,,0
202000000130008237,customer,full service,1,,,23,,0
202000000080850591,customer,basic service,1,,,52,,0
202000000096722897,customer,basic service,1,,,45,,0
202000000112780013,customer,basic service,1,,,37,,0
202000000072684307,customer,basic service,1,,,56,,0
202000000109899685,customer,full service,2,,,39,,0
202000000109321049,customer,basic service,1,,,39,,0
202000000026594816,customer,full service,1,,,77,,0
202000000119754544,customer,full service,1,,,33,,0
202000000068322416,customer,basic service,1,,,57,,0
202000000102426069,customer,basic service,1,,,42,,0
202000000125873083,customer,full service,2,,,28,,0
202000000089226325,customer,full service,2,,,47,,0
202100000008376746,customer,full service,1,,,13,,0
202000000117515216,customer,basic service,1,,,34,,0
202000000098771999,customer,full service,1,,,43,,0
202100000009783428,customer,full service,1,,,7,,0
202000000086383945,customer,basic service,1,,,49,,0
202000000073323019,customer,basic service,1,,,55,,0
202000000116375779,customer,full service,1,,,35,,0
202000000081645410,customer,basic service,1,,,52,,0
