user_id,type,province,type_desc,business_segment,business_sub_segment,account_age_months,outbound_trx,inbound_trx,hit_count,reported_risk
201000000004489655,merchant,,Perorangan,Retail,Retail-non CICO,41,0,15,0,1
201000000003925209,merchant,,CV,Retail,Retail-non CICO,47,0,1788,0,0
202000000007568701,customer,,basic service,-,-,112,4,0,0,0
202100000007198871,customer,Jawa Barat,full service,-,-,19,103,0,0,0
202000000068612443,customer,Jawa Timur,full service,-,-,59,32,0,0,0
202100000008070246,customer,,basic service,-,-,16,4,0,0,1
202000000126427045,customer,,basic service,-,-,29,47,0,0,0
202000000021705308,customer,Dki  Jakarta,full service,-,-,82,33,0,0,0
202000000003027234,customer,,basic service,-,-,188,4,0,0,0
202000000128818935,customer,,basic service,-,-,26,12,0,0,0
202000000070766351,customer,Sulawesi Utara,full service,-,-,58,82,0,4,0
