source_id,target_id,trans_amount,source_type,credit_party_type,description,label
202000000130206713,201000000001195015,50000,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000004937021,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,141600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,109800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,166600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,239600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,237800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,467400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,38063,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,288123,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,460000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,25000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,186500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,234200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,37700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,341300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,150000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,100000,merchant,merchant,General B2b Transfer,1
201000000003821689,201000000001195015,200000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,200000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,303000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,100000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,486800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,50000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,584600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,136600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,4999,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,67700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,199600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,220200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,81700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,34500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,236100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,197800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,107500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,459996,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,58500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,664800,merchant,merchant,General B2b Transfer,1
202000000048727273,201000000001195015,6500,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000003821689,65000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,334000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,109900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,257500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,100000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,166000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,404200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,105000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,11165,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,190500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,133000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,14100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,289700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,47700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,5000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,103900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,42300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,193000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,75000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,86800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,656000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,15000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,79900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,65000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,224800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,201000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,1426800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,414800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,9900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,723000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,68600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,39980,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,9900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,15900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,15000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,20000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,323700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,53200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,258000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,215500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,126000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,395000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,155000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,300000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,22000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,55000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,82900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,9900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,206200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,104000,merchant,merchant,General B2b Transfer,1
202000000116851548,201000000001195015,1007050,customer,merchant,Customer Buy Goods Reservation,1
202000000116851548,201000000001195015,201410,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000003925223,102500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,146000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,100000,merchant,merchant,General B2b Transfer,1
202000000128818935,201000000001195015,99998,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000003924325,170000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,10580,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,188700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,229000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,295000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,253750,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,305500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,369999,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,217000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,745200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,78100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,338600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,328000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,15000,merchant,merchant,General B2b Transfer,1
202000000125972928,202000000126356897,300000,customer,customer,Customer Withdrawal,1
201000000001195015,201000000003925223,794000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,579000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,63000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,5000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,15000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,58500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003184195,10000,merchant,merchant,,1
201000000001195015,201000000003821689,354000,merchant,merchant,General B2b Transfer,1
202100000007685190,201000000001195015,5000,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000003821689,75000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,15000,merchant,merchant,General B2b Transfer,1
202000000126356897,201000000001195015,100000,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000003924325,34000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,60000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,212000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,452000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,145900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,15000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,34300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,400000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,1783300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,311500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,50000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,210000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,221900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,28800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,5000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,63800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,155000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,40000,merchant,merchant,General B2b Transfer,1
202000000046488220,201000000001195015,120846,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000003924325,75200,merchant,merchant,General B2b Transfer,1
202000000046488220,201000000001195015,120846,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000004937021,460000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,26600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,102400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,453500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,81200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,95200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,400000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,1053000,merchant,merchant,General B2b Transfer,1
202000000130206713,201000000001195015,200000,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000003924325,14800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,41200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,104500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,45000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,882400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,66087,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,53700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,297200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,40300,merchant,merchant,General B2b Transfer,1
202000000130206713,201000000001195015,52000,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000004937021,14900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,136800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,147300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,14900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,107800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,644000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,183700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,100000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,460002,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,2066800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,101200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,5300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,15000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,51900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,600000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,39000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,487427,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,440000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,50000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,37900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,135000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,41500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,50000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,29700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,143300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,104500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,764400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,59300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,4999,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,80900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,124600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,174900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,77100,merchant,merchant,,1
201000000001195015,201000000003925223,98000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,218600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,214000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,9900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,264400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,901700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,14999,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,4999,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,986400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,57800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,100000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,9900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,276000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,450020,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,49000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,15000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,71600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,180800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,160100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,174200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,14900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,124400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
202000000097561836,202000000123036715,2000000,customer,customer,Customer Withdrawal,1
201000000001195015,201000000003925223,313500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,142000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,9900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,334500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,100000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,331300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,299800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,20000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,21100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,72200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,701500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,497600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004489655,10000,merchant,merchant,,1
201000000001195015,201000000004937021,15000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,75360,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,9900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,288000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,23000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,15000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,95000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,369500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,167000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,376900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,2999,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,352,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,16000,merchant,merchant,General B2b Transfer,1
202000000116851548,201000000001195015,100705,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000003925223,180000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,400000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,450000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,499000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,77500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,588300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,300000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
202000000130206713,201000000001195015,82820,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,30000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,33400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,155000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,300000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,204000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,76900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,32500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,206100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,20200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,470800,merchant,merchant,General B2b Transfer,1
202100000006263283,201000000001195015,500000,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000003821689,220000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,391539.91,merchant,merchant,Bulk Adjustment Bank To Merchant,1
201000000001195015,201000000003925209,208100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,46300,merchant,merchant,General B2b Transfer,1
202000000046488220,201000000001195015,201410,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000004292991,50000,merchant,merchant,,1
201000000001195015,201000000004937021,33900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,71900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,56600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,261200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,31000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,26100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,310000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,837100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,60000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,135600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,190000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,147600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,270500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,104400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,16000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,3100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,28600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,156000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,61300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,150000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,296000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
202100000007197183,202100000007332126,685000,customer,customer,Customer Withdrawal,1
201000000001195015,201000000004937021,450000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,114800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,149900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,1445100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,25300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,215000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,15000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,29700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,354000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,9900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,133200,merchant,merchant,General B2b Transfer,1
202000000126356897,201000000001195015,50000,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000003925223,150500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,421400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,100615,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,11392,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,68100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,340400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,337800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003924325,179900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,100000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,115500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,118000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,33100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,500000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,101900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,154500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,450002,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,300000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,56100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,102500,merchant,merchant,General B2b Transfer,1
202000000116851548,201000000001195015,100705,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000004937021,9900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,251000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004937021,15000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003821689,12180,merchant,merchant,General B2b Transfer,1
